temperature,wind_speed,mean_sea_level_pressure,total_cloud_cover,mintemp,minwind,minpress,mincloud,maxtemp,maxwind,maxpress,maxcloud,monthdate
14.613736559139786,3.8168413978494624,101705.72208333334,0.5023790322580645,7.15,0.1,99926.41,0.0,30.5,11.06,102961.63,1.0,2019-10
14.856375,4.500444444444445,101234.09793055557,0.6592916666666666,7.27,0.18,99896.18,0.0,35.64,11.28,102193.32,1.0,2019-11
17.93532258064516,4.129838709677419,101372.2489516129,0.5867876344086022,9.3,0.1,99352.56,0.0,39.6,10.34,102419.19,1.0,2019-12
19.66141129032258,3.7385483870967744,101197.63287634408,0.5480779569892473,11.87,0.16,99582.6,0.0,39.88,10.32,102368.74,1.0,2020-01
18.67001436781609,3.9162931034482757,101406.80666666666,0.6264080459770115,10.22,0.14,100304.73,0.0,29.42,8.78,102353.26,1.0,2020-02
17.182271505376345,3.8000672043010755,101941.4080376344,0.6194220430107528,9.4,0.12,100288.83,0.0,29.34,8.74,102897.89,1.0,2020-03
14.431041666666667,4.245416666666666,101461.28204166665,0.7143055555555555,7.57,0.29,99511.98,0.0,22.83,11.22,102738.82,1.0,2020-04
11.575618279569893,4.287002688172043,102072.61704301074,0.6042069892473118,4.19,0.07,96740.0,0.0,19.85,9.54,103274.22,1.0,2020-05
9.867597222222223,3.254875,101707.20931944443,0.6768888888888889,1.49,0.2,96731.84,0.0,16.35,10.03,103267.66,1.0,2020-06
9.460510752688172,3.3918682795698927,102307.58201612903,0.7276881720430107,2.27,0.28,100501.28,0.0,15.87,9.22,103262.35,1.0,2020-07
10.103360215053764,4.801639784946237,101515.24189516129,0.6129435483870967,4.03,0.15,98996.7,0.0,18.44,9.83,103118.78,1.0,2020-08
12.647513888888888,4.616055555555556,101817.99669444445,0.6649444444444444,3.48,0.73,100087.48,0.0,23.29,10.58,103078.5,1.0,2020-09
13.943024193548387,4.292486559139785,101637.82649193548,0.715766129032258,6.16,0.12,100096.69,0.0,26.03,10.83,102590.1,1.0,2020-10
18.068291666666667,3.831583333333333,101450.88744444444,0.6427361111111111,6.61,0.07,99472.01,0.0,32.35,12.3,102907.28,1.0,2020-11
16.824314516129032,4.206182795698925,101485.69666666666,0.5958602150537634,8.77,0.15,99310.24,0.0,31.36,10.23,102984.24,1.0,2020-12
18.934932795698924,3.9334005376344083,101364.52620967742,0.6463306451612904,9.76,0.08,99739.29,0.0,35.4,8.96,102485.04,1.0,2021-01
18.719717261904762,3.7183184523809523,101292.7190625,0.5827678571428572,9.79,0.27,99531.5,0.0,30.6,8.74,102285.38,1.0,2021-02
16.93228494623656,3.463534946236559,101725.66541666666,0.6861021505376343,9.9,0.22,99894.84,0.0,27.79,7.95,102767.18,1.0,2021-03
14.688388888888888,3.599402777777778,101924.0647361111,0.600375,6.72,0.05,100440.27,0.0,29.71,9.04,102937.25,1.0,2021-04
11.97119623655914,3.8131317204301074,102164.00358870967,0.5954301075268817,2.64,0.02,100751.59,0.0,23.89,9.84,103397.53,1.0,2021-05
10.73,5.43,102109.62,0.99,10.73,5.43,102109.62,0.99,10.73,5.43,102109.62,0.99,2021-06
